Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Strategy,RiskProfile
2025-07-18,1012967.2896177168,-0.012316952287601324,0.0,-0.012316952287601324,0.0,20,BuyHold,
2025-07-25,1002846.0158493863,-0.009991708391837717,0.0,-0.009991708391837717,0.0,20,BuyHold,
2025-08-01,999777.3239559854,-0.003059983132905897,0.0,-0.003059983132905897,0.0,20,BuyHold,
2025-08-08,1021208.8694115394,0.021436318810224897,0.0,0.021436318810224897,0.0,20,BuyHold,
2025-08-18,1027554.9648691237,0.0062142972389587214,0.0,0.0062142972389587214,0.0,20,BuyHold,
2025-08-25,1016147.2465161674,-0.011101808412175007,0.0,-0.011101808412175007,0.0,20,BuyHold,
2025-09-02,1019861.347641517,0.0036550816213725135,0.0,0.0036550816213725135,0.0,20,BuyHold,
2025-09-09,1038928.9503840312,0.0186962696317583,0.0,0.0186962696317583,0.0,20,BuyHold,
2025-09-16,1038272.1346764908,-0.0006322046443094642,0.0,-0.0006322046443094642,0.0,20,BuyHold,
2025-09-23,1016082.1045540536,-0.021372075182727768,0.0,-0.021372075182727768,0.0,20,BuyHold,
2025-09-30,1037007.181328864,0.020593883782643818,0.0,0.020593883782643818,0.0,20,BuyHold,
2025-10-08,1048735.058938275,0.01130935042743153,0.0,0.01130935042743153,0.0,20,BuyHold,
2025-10-15,1080385.7772608083,0.030179899158302215,0.0,0.030179899158302215,0.0,20,BuyHold,
2025-10-23,1078144.8784356536,-0.0020741654252763864,0.0,-0.0020741654252763864,0.0,20,BuyHold,
2025-10-30,1061023.657197374,-0.015880260232856602,0.0,-0.015880260232856602,0.0,20,BuyHold,
2025-11-07,1084562.7806832604,0.022185295611658162,0.0,0.022185295611658162,0.0,20,BuyHold,
2025-11-14,1095217.7098713028,0.009824170050653835,0.0,0.009824170050653835,0.0,20,BuyHold,
